narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P25_101_79,P25,P25_101,04:51.4,04:50.6,04:51.9,14530,14597,put down meat,put-down,1,meat,28,['meat'],[28]
P25_101_8,P25,P25_101,00:20.9,00:19.6,00:21.1,978,1053,twist off lid,twist-off,71,lid,6,['lid'],[6]
P25_101_80,P25,P25_101,04:53.4,04:53.0,04:53.9,14652,14696,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_101_81,P25,P25_101,04:54.6,04:54.1,04:55.1,14706,14757,put down meat,put-down,1,meat,28,['meat'],[28]
P25_101_82,P25,P25_101,04:55.9,04:55.0,04:56.2,14751,14809,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_101_83,P25,P25_101,04:56.6,04:56.3,04:57.4,14817,14870,put down meat,put-down,1,meat,28,['meat'],[28]
P25_101_84,P25,P25_101,04:58.1,04:57.6,04:58.9,14880,14943,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_101_85,P25,P25_101,04:58.9,04:59.0,05:00.1,14951,15002,put down meat,put-down,1,meat,28,['meat'],[28]
P25_101_86,P25,P25_101,05:02.9,05:01.0,05:02.8,15051,15140,pick up plate,pick-up,0,plate,2,['plate'],[2]
P25_101_87,P25,P25_101,05:04.1,05:03.2,05:04.7,15161,15233,move plate,move,11,plate,2,['plate'],[2]
P25_101_88,P25,P25_101,05:04.9,05:04.5,05:05.7,15226,15285,put down plate,put-down,1,plate,2,['plate'],[2]
P25_101_89,P25,P25_101,05:06.9,05:05.1,05:06.9,15255,15347,turn on tap,turn-on,6,tap,0,['tap'],[0]
P25_101_9,P25,P25_101,00:25.6,00:22.8,00:27.8,1141,1389,remove lid,remove,12,lid,6,['lid'],[6]
P25_101_90,P25,P25_101,05:12.4,05:11.1,05:14.4,15554,15718,rinse hands,rinse,2,hand,11,['hand'],[11]
P25_101_91,P25,P25_101,05:14.6,05:14.0,05:15.8,15697,15791,turn off tap,turn-off,8,tap,0,['tap'],[0]
P25_101_92,P25,P25_101,05:19.4,05:19.4,05:21.4,15970,16068,pick up paper,pick-up,0,paper,49,['paper'],[49]
P25_101_93,P25,P25_101,05:22.4,05:21.8,05:22.7,16090,16133,tear paper,tear,43,paper,49,['paper'],[49]
P25_101_94,P25,P25_101,05:22.9,05:22.3,05:23.5,16116,16172,put down paper,put-down,1,paper,49,['paper'],[49]
P25_101_95,P25,P25_101,05:23.6,05:23.4,05:30.4,16169,16519,dry hands,dry,14,hand,11,['hand'],[11]
P25_101_96,P25,P25_101,05:30.4,05:30.3,05:31.6,16515,16580,throw paper,throw,13,paper,49,['paper'],[49]
P25_101_97,P25,P25_101,05:32.4,05:32.6,05:34.1,16631,16705,take fork,take,0,fork,14,['fork'],[14]
P25_101_98,P25,P25_101,05:34.9,05:34.2,05:36.4,16710,16820,flip meat,flip,22,meat,28,['meat'],[28]
P25_101_99,P25,P25_101,05:38.9,05:37.0,05:39.6,16850,16980,flip meat,flip,22,meat,28,['meat'],[28]
P25_102_0,P25,P25_102,00:04.4,00:03.2,00:04.7,160,233,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P25_102_1,P25,P25_102,00:07.6,00:05.6,00:09.7,278,485,pick up pan,pick-up,0,pan,5,['pan'],[5]
P25_102_10,P25,P25_102,00:31.6,00:30.9,00:32.0,1546,1600,put down lighter,put-down,1,lighter,130,['lighter'],[130]
P25_102_100,P25,P25_102,05:29.9,05:29.8,05:31.3,16488,16566,put down fork,put-down,1,fork,14,['fork'],[14]
P25_102_101,P25,P25_102,05:34.9,05:33.6,05:37.5,16679,16877,wash sponge,wash,2,sponge,9,['sponge'],[9]
P25_102_102,P25,P25_102,05:38.9,05:36.0,05:40.3,16800,17014,rinse hands,rinse,2,hand,11,['hand'],[11]
P25_102_103,P25,P25_102,05:42.9,05:39.7,05:44.2,16985,17210,pick up pan,pick-up,0,pan,5,['pan'],[5]
P25_102_104,P25,P25_102,05:53.9,05:44.3,05:56.4,17214,17819,wash pan,wash,2,pan,5,['pan'],[5]
P25_102_105,P25,P25_102,06:00.9,05:55.5,06:00.3,17774,18016,pick up soap,pick-up,0,soap,22,['soap'],[22]
P25_102_106,P25,P25_102,06:03.4,06:01.7,06:05.5,18085,18273,pour soap,pour,9,soap,22,['soap'],[22]
P25_102_107,P25,P25_102,06:05.9,06:05.6,06:07.2,18278,18361,put down washing up liquid,put-down,1,liquid:washing:up,22,['liquid:washing:up'],[22]
P25_102_108,P25,P25_102,06:11.6,06:08.2,06:23.3,18409,19165,wash pan,wash,2,pan,5,['pan'],[5]
P25_102_109,P25,P25_102,06:23.1,06:22.1,06:27.9,19106,19396,put down,put-down,1,pan,5,['pan'],[5]
P25_102_11,P25,P25_102,00:34.4,00:32.9,00:34.4,1646,1722,open fridge,open,3,fridge,12,['fridge'],[12]
P25_102_110,P25,P25_102,06:33.6,06:32.6,06:33.8,19631,19690,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P25_102_111,P25,P25_102,06:36.4,06:36.7,06:40.5,19834,20026,rinse pan,rinse,2,pan,5,['pan'],[5]
P25_102_112,P25,P25_102,06:44.1,06:43.6,06:44.8,20177,20237,pick up soap,pick-up,0,soap,22,['soap'],[22]
P25_102_113,P25,P25_102,06:45.4,06:44.7,06:45.8,20235,20290,pour soap,pour,9,soap,22,['soap'],[22]
P25_102_114,P25,P25_102,06:46.9,06:45.9,06:47.2,20295,20360,put down washing up liquid,put-down,1,liquid:washing:up,22,['liquid:washing:up'],[22]
P25_102_115,P25,P25_102,06:48.6,06:47.1,06:48.5,20354,20425,pick up pan,pick-up,0,pan,5,['pan'],[5]
P25_102_116,P25,P25_102,06:49.9,06:48.2,06:57.6,20410,20880,wash pan,wash,2,pan,5,['pan'],[5]
P25_102_117,P25,P25_102,06:59.9,06:57.5,07:25.4,20875,22269,rinse pan,rinse,2,pan,5,['pan'],[5]
P25_102_118,P25,P25_102,07:26.1,07:25.1,07:29.1,22252,22454,put down pan,put-down,1,pan,5,['pan'],[5]
P25_102_119,P25,P25_102,07:30.1,07:28.3,07:30.7,22416,22537,wash hands,wash,2,hand,11,['hand'],[11]
P25_102_12,P25,P25_102,00:35.9,00:34.6,00:36.3,1730,1814,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_102_120,P25,P25_102,07:30.9,07:30.4,07:31.5,22520,22572,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P25_102_121,P25,P25_102,07:32.4,07:31.5,07:33.9,22576,22694,wash sponge,wash,2,sponge,9,['sponge'],[9]
P25_102_122,P25,P25_102,07:34.6,07:33.4,07:34.8,22670,22739,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P25_102_123,P25,P25_102,07:41.6,07:34.9,07:46.7,22742,23333,wash sink,wash,2,sink,63,['sink'],[63]
P25_102_124,P25,P25_102,07:47.6,07:47.4,07:48.0,23369,23397,turn off tap,turn-off,8,tap,0,['tap'],[0]
P25_102_125,P25,P25_102,07:58.6,07:56.8,08:00.1,23842,24006,close hob cover,close,4,cover:hob,89,['cover:hob'],[89]
P25_102_126,P25,P25_102,08:01.4,08:00.2,08:04.2,24010,24209,pick up paper,pick-up,0,paper,49,['paper'],[49]
P25_102_127,P25,P25_102,08:04.6,08:04.3,08:06.8,24214,24337,dry hands,dry,14,hand,11,['hand'],[11]
P25_102_128,P25,P25_102,08:08.6,08:07.0,08:09.0,24350,24450,pick up washing up liquid,pick-up,0,liquid:washing:up,22,['liquid:washing:up'],[22]
P25_102_129,P25,P25_102,08:10.4,08:09.2,08:10.2,24458,24508,open drawer,open,3,drawer,8,['drawer'],[8]
P25_102_13,P25,P25_102,00:37.9,00:37.3,00:39.0,1863,1948,put down meat,put-down,1,meat,28,['meat'],[28]
P25_102_130,P25,P25_102,08:11.6,08:10.0,08:11.7,24497,24585,put down detergent,put-down,1,detergent,22,['detergent'],[22]
P25_102_131,P25,P25_102,08:12.1,08:11.7,08:12.6,24585,24627,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P25_102_14,P25,P25_102,00:40.4,00:39.7,00:40.7,1985,2035,open drawer,open,3,drawer,8,['drawer'],[8]
P25_102_15,P25,P25_102,00:42.6,00:40.7,00:42.2,2035,2111,take fork,take,0,fork,14,['fork'],[14]
P25_102_16,P25,P25_102,00:44.6,00:42.5,00:44.3,2125,2214,pick up knife,pick-up,0,knife,4,['knife'],[4]
P25_102_17,P25,P25_102,00:45.6,00:44.5,00:45.8,2223,2288,close drawer,close,4,drawer,8,['drawer'],[8]
P25_102_18,P25,P25_102,00:53.9,00:52.9,00:54.8,2644,2740,pick up paper,pick-up,0,paper,49,['paper'],[49]
P25_102_19,P25,P25_102,00:55.9,00:54.5,00:55.8,2726,2788,put down fork,put-down,1,fork,14,['fork'],[14]
P25_102_2,P25,P25_102,00:10.1,00:09.5,00:12.3,473,613,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P25_102_20,P25,P25_102,00:55.9,00:55.8,00:56.6,2789,2831,put down knife,put-down,1,knife,4,['knife'],[4]
P25_102_21,P25,P25_102,01:03.9,01:03.2,01:04.1,3160,3203,pick up knife,pick-up,0,knife,4,['knife'],[4]
P25_102_22,P25,P25_102,01:05.4,01:05.1,01:15.3,3253,3765,open container,open,3,container,21,['container'],[21]
P25_102_23,P25,P25_102,01:19.9,01:19.0,01:19.9,3951,3994,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P25_102_24,P25,P25_102,01:22.4,01:20.0,01:21.2,3999,4059,pick up jar,pick-up,0,jar,40,['jar'],[40]
P25_102_25,P25,P25_102,01:23.1,01:21.2,01:24.2,4062,4211,put down jar,put-down,1,jar,40,['jar'],[40]
P25_102_26,P25,P25_102,01:26.4,01:25.5,01:26.5,4276,4326,open drawer,open,3,drawer,8,['drawer'],[8]
P25_102_27,P25,P25_102,01:28.6,01:26.1,01:29.2,4302,4461,pick up teaspoon,pick-up,0,teaspoon,1,['teaspoon'],[1]
P25_102_28,P25,P25_102,01:29.4,01:28.8,01:29.6,4441,4481,close drawer,close,4,drawer,8,['drawer'],[8]
P25_102_29,P25,P25_102,01:30.1,01:29.1,01:31.0,4456,4551,put down teaspoon,put-down,1,teaspoon,1,['teaspoon'],[1]
P25_102_3,P25,P25_102,00:13.9,00:12.5,00:15.1,626,755,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P25_102_30,P25,P25_102,01:36.4,01:34.7,01:37.5,4736,4876,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_102_31,P25,P25_102,01:38.9,01:37.6,01:39.3,4880,4964,put down meat,put-down,1,meat,28,['meat'],[28]
P25_102_32,P25,P25_102,01:40.4,01:39.5,01:40.7,4973,5037,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_102_33,P25,P25_102,01:42.4,01:40.8,01:41.9,5040,5097,put down meat,put-down,1,meat,28,['meat'],[28]
P25_102_34,P25,P25_102,01:42.4,01:42.2,01:43.7,5109,5184,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_102_35,P25,P25_102,01:44.1,01:43.8,01:44.5,5189,5227,put down meat,put-down,1,meat,28,['meat'],[28]
P25_102_36,P25,P25_102,01:48.6,01:47.1,01:48.7,5357,5436,pick up teaspoon,pick-up,0,teaspoon,1,['teaspoon'],[1]
P25_102_37,P25,P25_102,01:50.6,01:48.3,01:49.3,5417,5463,pick up salt,pick-up,0,salt,38,['salt'],[38]
P25_102_38,P25,P25_102,01:55.6,01:53.6,02:02.1,5678,6105,pour salt,pour,9,salt,38,['salt'],[38]
P25_102_39,P25,P25_102,02:02.4,02:02.2,02:03.5,6110,6174,put down jar,put-down,1,jar,40,['jar'],[40]
P25_102_4,P25,P25_102,00:15.1,00:14.9,00:16.6,746,828,put down pan,put-down,1,pan,5,['pan'],[5]
P25_102_40,P25,P25_102,02:06.4,02:05.5,02:06.8,6274,6339,pick up knife,pick-up,0,knife,4,['knife'],[4]
P25_102_41,P25,P25_102,02:07.4,02:06.9,02:08.0,6344,6401,put down knife,put-down,1,knife,4,['knife'],[4]
P25_102_42,P25,P25_102,02:11.1,02:11.0,02:12.3,6550,6613,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_102_43,P25,P25_102,02:12.6,02:12.1,02:13.9,6605,6692,open fridge,open,3,fridge,12,['fridge'],[12]
P25_102_44,P25,P25_102,02:13.6,02:13.7,02:14.7,6687,6736,put down meat,put-down,1,meat,28,['meat'],[28]
P25_102_45,P25,P25_102,02:15.1,02:14.7,02:15.8,6733,6789,close fridge,close,4,fridge,12,['fridge'],[12]
P25_102_46,P25,P25_102,02:18.4,02:16.5,02:18.9,6825,6944,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P25_102_47,P25,P25_102,02:20.6,02:18.8,02:21.1,6937,7056,pick up plate,pick-up,0,plate,2,['plate'],[2]
P25_102_48,P25,P25_102,02:22.1,02:21.2,02:23.6,7061,7181,put down plate,put-down,1,plate,2,['plate'],[2]
P25_102_49,P25,P25_102,02:25.4,02:23.9,02:25.1,7197,7255,take fork,take,0,fork,14,['fork'],[14]
P25_102_5,P25,P25_102,00:17.1,00:16.7,00:17.9,834,893,open drawer,open,3,drawer,8,['drawer'],[8]
P25_102_50,P25,P25_102,02:28.3,02:25.2,02:30.9,7260,7544,flip meat,flip,22,meat,28,['meat'],[28]
P25_102_51,P25,P25_102,02:45.1,02:44.2,02:46.0,8212,8299,put down fork,put-down,1,fork,14,['fork'],[14]
P25_102_52,P25,P25_102,02:46.1,02:46.2,02:47.3,8309,8365,pick up knife,pick-up,0,knife,4,['knife'],[4]
P25_102_53,P25,P25_102,02:48.1,02:47.2,02:48.8,8358,8442,put down knife,put-down,1,knife,4,['knife'],[4]
P25_102_54,P25,P25_102,02:53.9,02:53.4,02:54.9,8670,8746,pick up lid,pick-up,0,lid,6,['lid'],[6]
P25_102_55,P25,P25_102,02:55.6,02:54.5,02:56.3,8727,8814,pick up jar,pick-up,0,jar,40,['jar'],[40]
P25_102_56,P25,P25_102,02:56.6,02:56.4,02:58.8,8819,8942,close jar,close,4,jar,40,['jar'],[40]
P25_102_57,P25,P25_102,02:58.9,02:58.9,03:00.0,8944,9001,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P25_102_58,P25,P25_102,03:00.1,02:59.7,03:00.8,8987,9040,put down jar,put-down,1,jar,40,['jar'],[40]
P25_102_59,P25,P25_102,03:00.9,03:00.5,03:01.4,9023,9069,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P25_102_6,P25,P25_102,00:18.4,00:17.7,00:18.9,887,943,pick up lighter,pick-up,0,lighter,130,['lighter'],[130]
P25_102_60,P25,P25_102,03:03.4,03:01.6,03:03.6,9079,9182,take fork,take,0,fork,14,['fork'],[14]
P25_102_61,P25,P25_102,03:07.6,03:03.5,03:07.8,9176,9389,flip meat,flip,22,meat,28,['meat'],[28]
P25_102_62,P25,P25_102,03:22.6,03:21.4,03:22.6,10070,10128,put down fork,put-down,1,fork,14,['fork'],[14]
P25_102_63,P25,P25_102,03:29.4,03:28.0,03:29.4,10400,10469,take fork,take,0,fork,14,['fork'],[14]
P25_102_64,P25,P25_102,03:33.4,03:30.3,03:34.6,10513,10731,flip meat,flip,22,meat,28,['meat'],[28]
P25_102_65,P25,P25_102,03:35.1,03:33.6,03:35.8,10678,10788,put down meat,put-down,1,meat,28,['meat'],[28]
P25_102_66,P25,P25_102,03:36.9,03:35.9,03:39.8,10793,10989,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_102_67,P25,P25_102,03:40.1,03:39.4,03:41.6,10972,11080,put down meat,put-down,1,meat,28,['meat'],[28]
P25_102_68,P25,P25_102,03:42.4,03:41.4,03:43.6,11070,11179,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_102_69,P25,P25_102,03:45.4,03:43.6,03:46.3,11181,11315,put down meat,put-down,1,meat,28,['meat'],[28]
P25_102_7,P25,P25_102,00:19.6,00:18.8,00:19.4,940,971,close drawer,close,4,drawer,8,['drawer'],[8]
P25_102_70,P25,P25_102,03:49.6,03:48.9,03:50.4,11444,11519,put down fork,put-down,1,fork,14,['fork'],[14]
P25_102_71,P25,P25_102,03:53.1,03:50.4,03:53.5,11522,11673,turn off hob,turn-off,8,hob,24,['hob'],[24]
P25_102_72,P25,P25_102,03:56.9,03:55.2,03:56.5,11762,11825,pick up plate,pick-up,0,plate,2,['plate'],[2]
P25_102_73,P25,P25_102,03:57.4,03:56.7,03:58.1,11834,11907,put down plate,put-down,1,plate,2,['plate'],[2]
P25_102_74,P25,P25_102,04:00.4,03:59.3,04:00.6,11963,12030,turn on tap,turn-on,6,tap,0,['tap'],[0]
P25_102_75,P25,P25_102,04:02.4,04:01.6,04:02.5,12082,12127,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P25_102_76,P25,P25_102,04:03.4,04:08.5,04:19.5,12427,12974,pick up washing up liquid,pick-up,0,liquid:washing:up,22,['liquid:washing:up'],[22]
P25_102_77,P25,P25_102,04:22.1,04:22.2,04:23.3,13109,13162,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P25_102_78,P25,P25_102,04:27.9,04:25.5,04:28.6,13274,13429,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P25_102_79,P25,P25_102,04:30.9,04:30.3,04:32.0,13513,13602,pour soap,pour,9,soap,22,['soap'],[22]
P25_102_8,P25,P25_102,00:22.1,00:21.3,00:23.2,1064,1162,turn on hob,turn-on,6,hob,24,['hob'],[24]
P25_102_80,P25,P25_102,04:35.4,04:34.5,04:38.6,13727,13927,wash teaspoon,wash,2,teaspoon,1,['teaspoon'],[1]
P25_102_81,P25,P25_102,04:40.1,04:38.4,04:43.0,13918,14152,rinse teaspoon,rinse,2,teaspoon,1,['teaspoon'],[1]
P25_102_82,P25,P25_102,04:43.6,04:43.0,04:44.2,14150,14210,put down teaspoon,put-down,1,teaspoon,1,['teaspoon'],[1]
P25_102_83,P25,P25_102,04:45.1,04:44.4,04:45.4,14217,14269,pick up knife,pick-up,0,knife,4,['knife'],[4]
P25_102_84,P25,P25_102,04:46.4,04:45.4,04:51.1,14272,14552,wash knife,wash,2,knife,4,['knife'],[4]
P25_102_85,P25,P25_102,04:51.4,04:50.9,04:52.9,14542,14644,put down knife,put-down,1,knife,4,['knife'],[4]
P25_102_86,P25,P25_102,04:53.9,04:52.6,04:54.2,14630,14707,pick up knife,pick-up,0,knife,4,['knife'],[4]
P25_102_87,P25,P25_102,04:55.4,04:54.0,04:57.7,14699,14884,lather knife,lather,2,knife,4,['knife'],[4]
P25_102_88,P25,P25_102,04:57.9,04:57.3,05:01.3,14865,15065,rinse knife,rinse,2,knife,4,['knife'],[4]
P25_102_89,P25,P25_102,05:01.6,05:01.3,05:02.3,15063,15113,put down knife,put-down,1,knife,4,['knife'],[4]
P25_102_9,P25,P25_102,00:29.1,00:25.9,00:30.4,1293,1518,move pan,move,11,pan,5,['pan'],[5]
P25_102_90,P25,P25_102,05:03.6,05:02.3,05:03.8,15113,15191,take fork,take,0,fork,14,['fork'],[14]
P25_102_91,P25,P25_102,05:07.4,05:03.9,05:07.3,15192,15367,wash fork,wash,2,fork,14,['fork'],[14]
P25_102_92,P25,P25_102,05:10.9,05:10.9,05:11.6,15544,15581,put down fork,put-down,1,fork,14,['fork'],[14]
P25_102_93,P25,P25_102,05:13.6,05:12.2,05:13.7,15611,15687,pick up knife,pick-up,0,knife,4,['knife'],[4]
P25_102_94,P25,P25_102,05:15.9,05:13.7,05:17.6,15687,15881,lather knife,lather,2,knife,4,['knife'],[4]
P25_102_95,P25,P25_102,05:18.6,05:18.0,05:20.8,15900,16039,rinse knife,rinse,2,knife,4,['knife'],[4]
P25_102_96,P25,P25_102,05:20.9,05:20.8,05:21.5,16038,16073,put down knife,put-down,1,knife,4,['knife'],[4]
P25_102_97,P25,P25_102,05:23.1,05:21.5,05:23.0,16077,16149,take fork,take,0,fork,14,['fork'],[14]
P25_102_98,P25,P25_102,05:24.6,05:22.9,05:25.8,16145,16291,lather fork,lather,2,fork,14,['fork'],[14]
P25_102_99,P25,P25_102,05:26.6,05:25.7,05:30.3,16283,16516,rinse fork,rinse,2,fork,14,['fork'],[14]
P25_103_0,P25,P25_103,00:02.9,00:02.0,00:03.2,101,161,open lid,open,3,lid,6,['lid'],[6]
P25_103_1,P25,P25_103,00:03.1,00:03.1,00:04.7,152,233,put down lid,put-down,1,lid,6,['lid'],[6]
P25_103_10,P25,P25_103,00:58.6,00:56.3,01:01.2,2815,3061,turn on hob,turn-on,6,hob,24,['hob'],[24]
P25_103_100,P25,P25_103,06:55.6,06:53.3,06:55.2,20663,20760,put down meat,put-down,1,meat,28,['meat'],[28]
P25_103_101,P25,P25_103,07:13.4,07:10.0,07:14.8,21498,21742,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_103_102,P25,P25_103,07:37.9,07:36.5,07:38.6,22826,22929,put down meat,put-down,1,meat,28,['meat'],[28]
P25_103_103,P25,P25_103,07:39.9,07:38.7,07:40.0,22934,23001,put down fork,put-down,1,fork,14,['fork'],[14]
P25_103_104,P25,P25_103,07:41.9,07:40.6,07:42.6,23027,23132,tear paper,tear,43,paper,49,['paper'],[49]
P25_103_105,P25,P25_103,07:47.9,07:46.6,07:47.9,23330,23395,pick up pan,pick-up,0,pan,5,['pan'],[5]
P25_103_106,P25,P25_103,07:51.4,07:48.4,07:59.8,23418,23990,wash pan,wash,2,pan,5,['pan'],[5]
P25_103_107,P25,P25_103,08:02.9,07:59.5,08:03.9,23975,24197,put down pan,put-down,1,pan,5,['pan'],[5]
P25_103_108,P25,P25_103,08:05.9,08:04.6,08:08.6,24227,24432,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_103_109,P25,P25_103,08:09.4,08:09.2,08:10.3,24457,24512,put down meat,put-down,1,meat,28,['meat'],[28]
P25_103_11,P25,P25_103,01:04.4,01:01.0,01:07.4,3052,3371,move pot,move,11,pot,29,['pot'],[29]
P25_103_110,P25,P25_103,08:12.6,08:12.1,08:13.2,24605,24662,put down fork,put-down,1,fork,14,['fork'],[14]
P25_103_111,P25,P25_103,08:14.1,08:13.7,08:15.3,24682,24762,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_103_12,P25,P25_103,01:08.4,01:06.9,01:11.0,3347,3550,move pan,move,11,pan,5,['pan'],[5]
P25_103_13,P25,P25_103,01:12.4,01:11.1,01:15.4,3554,3771,turn on hob,turn-on,6,hob,24,['hob'],[24]
P25_103_14,P25,P25_103,01:22.9,01:21.8,01:25.1,4089,4254,move pan,move,11,pan,5,['pan'],[5]
P25_103_15,P25,P25_103,01:33.6,01:31.8,01:33.6,4589,4681,open lid,open,3,lid,6,['lid'],[6]
P25_103_16,P25,P25_103,01:33.9,01:33.7,01:35.8,4686,4788,move pan,move,11,pan,5,['pan'],[5]
P25_103_17,P25,P25_103,01:38.1,01:37.7,01:40.6,4883,5030,turn on hob,turn-on,6,hob,24,['hob'],[24]
P25_103_18,P25,P25_103,01:43.4,01:42.2,01:43.4,5109,5168,put down lighter,put-down,1,lighter,130,['lighter'],[130]
P25_103_19,P25,P25_103,01:46.9,01:45.2,01:47.6,5261,5378,shake sauce,shake,15,sauce,47,['sauce'],[47]
P25_103_2,P25,P25_103,00:04.9,00:04.4,00:05.5,221,276,turn on tap,turn-on,6,tap,0,['tap'],[0]
P25_103_20,P25,P25_103,01:48.9,01:47.6,01:48.7,5379,5436,remove lid,remove,12,lid,6,['lid'],[6]
P25_103_21,P25,P25_103,01:49.9,01:48.8,01:56.4,5440,5821,pour sauce,pour,9,sauce,47,['sauce'],[47]
P25_103_22,P25,P25_103,01:56.4,01:57.2,01:58.4,5858,5918,turn on tap,turn-on,6,tap,0,['tap'],[0]
P25_103_23,P25,P25_103,01:58.4,01:58.4,01:59.3,5919,5967,pour water,pour,9,water,27,['water'],[27]
P25_103_24,P25,P25_103,01:59.9,01:59.6,02:01.5,5981,6075,twist on cap,twist-on,4,cap,118,['cap'],[118]
P25_103_25,P25,P25_103,02:01.4,02:01.6,02:05.3,6080,6263,stir,shake,15,bottle,15,['bottle'],[15]
P25_103_26,P25,P25_103,02:06.4,02:05.3,02:06.6,6265,6330,remove lid,remove,12,lid,6,['lid'],[6]
P25_103_27,P25,P25_103,02:07.6,02:06.7,02:08.5,6335,6426,pour sauce,pour,9,sauce,47,['sauce'],[47]
P25_103_28,P25,P25_103,02:11.4,02:11.1,02:12.7,6555,6632,twist on cap,twist-on,4,cap,118,['cap'],[118]
P25_103_29,P25,P25_103,02:12.9,02:12.9,02:14.0,6643,6699,put down bottle,put-down,1,bottle,15,['bottle'],[15]
P25_103_3,P25,P25_103,00:06.6,00:05.6,00:07.0,281,350,pick up pot,pick-up,0,pot,29,['pot'],[29]
P25_103_30,P25,P25_103,02:14.9,02:14.0,02:14.7,6701,6734,turn on tap,turn-on,6,tap,0,['tap'],[0]
P25_103_31,P25,P25_103,02:15.4,02:14.8,02:18.9,6737,6945,wash hands,wash,2,hand,11,['hand'],[11]
P25_103_32,P25,P25_103,02:18.6,02:18.8,02:19.4,6937,6971,turn off tap,turn-off,8,tap,0,['tap'],[0]
P25_103_33,P25,P25_103,02:22.6,02:21.6,02:25.0,7080,7247,pick up paper,pick-up,0,paper,49,['paper'],[49]
P25_103_34,P25,P25_103,02:25.9,02:23.9,02:27.0,7197,7347,tear paper,tear,43,paper,49,['paper'],[49]
P25_103_35,P25,P25_103,02:27.9,02:27.1,02:32.7,7354,7634,dry hands,dry,14,hand,11,['hand'],[11]
P25_103_36,P25,P25_103,02:36.1,02:35.7,02:36.7,7787,7837,put down paper,put-down,1,paper,49,['paper'],[49]
P25_103_37,P25,P25_103,02:38.4,02:37.3,02:41.1,7867,8054,move pot,move,11,pot,29,['pot'],[29]
P25_103_38,P25,P25_103,02:42.4,02:41.2,02:42.2,8059,8109,pick up lid,pick-up,0,lid,6,['lid'],[6]
P25_103_39,P25,P25_103,02:43.1,02:42.8,02:44.4,8142,8220,put down lid,put-down,1,lid,6,['lid'],[6]
P25_103_4,P25,P25_103,00:08.1,00:07.1,00:44.2,355,2209,pour water,pour,9,water,27,['water'],[27]
P25_103_40,P25,P25_103,02:46.1,02:45.2,02:46.9,8261,8344,move bottle,move,11,bottle,15,['bottle'],[15]
P25_103_41,P25,P25_103,02:48.4,02:47.7,02:48.8,8387,8442,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P25_103_42,P25,P25_103,02:49.4,02:49.4,02:50.6,8468,8529,pick up plate,pick-up,0,plate,2,['plate'],[2]
P25_103_43,P25,P25_103,02:51.9,02:50.6,02:54.2,8528,8710,put down plate,put-down,1,plate,2,['plate'],[2]
P25_103_44,P25,P25_103,02:55.8,02:55.3,02:56.4,8763,8818,open drawer,open,3,drawer,8,['drawer'],[8]
P25_103_45,P25,P25_103,02:59.9,02:56.4,03:00.0,8818,8998,take fork,take,0,fork,14,['fork'],[14]
P25_103_46,P25,P25_103,03:02.4,03:00.1,03:02.6,9003,9127,put down fork,put-down,1,fork,14,['fork'],[14]
P25_103_47,P25,P25_103,03:09.1,03:06.8,03:09.0,9342,9448,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_103_48,P25,P25_103,03:10.1,03:09.9,03:10.8,9494,9537,lay meat,lay,1,meat,28,['meat'],[28]
P25_103_49,P25,P25_103,03:13.1,03:11.8,03:14.8,9587,9738,pick up meat,pick-up,0,meat,28,['meat'],[28]
P25_103_5,P25,P25_103,00:45.9,00:45.5,00:46.6,2274,2328,turn off tap,turn-off,8,tap,0,['tap'],[0]
P25_103_50,P25,P25_103,03:15.1,03:14.8,03:16.7,9739,9835,lay meat,lay,1,meat,28,['meat'],[28]
